"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 02 19:15:47 GMT 2023","Mon Jan 02 19:15:47 GMT 2023","16","","Интеграционные тесты ReqRes:","","Интеграционные тесты ReqRes:","Ответ с заглушкой от мок сервера","Ответ с заглушкой от мок сервера",""
"passed","Mon Jan 02 19:15:46 GMT 2023","Mon Jan 02 19:15:46 GMT 2023","381","","Контрактные тесты ReqRes:","","Контрактные тесты ReqRes:","Проверка схемы ответа регистрации пользователя","Проверка схемы ответа регистрации пользователя",""
"passed","Mon Jan 02 19:15:47 GMT 2023","Mon Jan 02 19:15:47 GMT 2023","243","","Интеграционные тесты ReqRes:","","Интеграционные тесты ReqRes:","Попытка входа без пароля","Попытка входа без пароля",""
"passed","Mon Jan 02 19:15:46 GMT 2023","Mon Jan 02 19:15:46 GMT 2023","498","","Интеграционные тесты ReqRes:","","Интеграционные тесты ReqRes:","Создание и удаление пользователя","Создание и удаление пользователя",""
"passed","Mon Jan 02 19:15:46 GMT 2023","Mon Jan 02 19:15:47 GMT 2023","484","","Интеграционные тесты ReqRes:","","Интеграционные тесты ReqRes:","Регистрация и логин","Регистрация и логин",""
