"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jan 16 19:08:35 GMT 2023","Mon Jan 16 19:08:35 GMT 2023","14","","Интеграционные тесты ReqRes:","","Интеграционные тесты ReqRes:","Ответ с заглушкой от мок сервера","Ответ с заглушкой от мок сервера",""
"passed","Mon Jan 16 19:08:34 GMT 2023","Mon Jan 16 19:08:35 GMT 2023","709","","Интеграционные тесты ReqRes:","","Интеграционные тесты ReqRes:","Регистрация и логин","Регистрация и логин",""
"passed","Mon Jan 16 19:08:33 GMT 2023","Mon Jan 16 19:08:33 GMT 2023","515","","Контрактные тесты ReqRes:","","Контрактные тесты ReqRes:","Проверка схемы ответа регистрации пользователя","Проверка схемы ответа регистрации пользователя",""
"passed","Mon Jan 16 19:08:35 GMT 2023","Mon Jan 16 19:08:35 GMT 2023","341","","Интеграционные тесты ReqRes:","","Интеграционные тесты ReqRes:","Попытка входа без пароля","Попытка входа без пароля",""
"passed","Mon Jan 16 19:08:33 GMT 2023","Mon Jan 16 19:08:34 GMT 2023","707","","Интеграционные тесты ReqRes:","","Интеграционные тесты ReqRes:","Создание и удаление пользователя","Создание и удаление пользователя",""
